Task_ID,Task_Description,Deadline,Assigned_To,Estimated_Hours,Category,Status,Priority
340,Development task to handle logic and function.,2025-11-10,Liam,22,Development,In Progress,Medium
341,Documentation task to handle notes and instructions.,2025-11-17,Isabella,9,Documentation,In Progress,Low
342,Design task to handle UI and mockup.,2025-11-10,Emma,16,Design,In Progress,Medium
343,Testing task to handle test and bug.,2025-11-08,Liam,18,Testing,In Progress,Medium
344,Testing task to handle QA and cases.,2025-11-06,Mia,19,Testing,In Progress,Medium
345,Development task to handle module and API.,2025-11-06,Lucas,21,Development,In Progress,Medium
346,Deployment task to handle cloud and CI/CD.,2025-10-21,Isabella,30,Deployment,Pending,High
347,Deployment task to handle container and deploy.,2025-11-07,Mia,21,Deployment,In Progress,Medium
348,Testing task to handle error and bug.,2025-11-09,Mia,19,Testing,In Progress,Medium
349,Development task to handle database and backend.,2025-10-20,Lucas,29,Development,Pending,High
350,Development task to handle database and function.,2025-10-23,Ava,33,Development,In Progress,High
351,Testing task to handle performance and QA.,2025-12-02,Ava,10,Testing,In Progress,Low
352,Documentation task to handle docs and summary.,2025-11-15,Ava,7,Documentation,Completed,Low
353,Deployment task to handle deploy and CI/CD.,2025-11-07,Isabella,21,Deployment,In Progress,Medium
354,Testing task to handle error and QA.,2025-11-24,Emma,9,Testing,In Progress,Low
355,Documentation task to handle docs and instructions.,2025-12-02,Liam,10,Documentation,In Progress,Low
356,Documentation task to handle docs and notes.,2025-12-07,Emma,6,Documentation,Completed,Low
357,Development task to handle feature and database.,2025-11-30,Emma,10,Development,In Progress,Low
358,Documentation task to handle notes and summary.,2025-11-14,James,2,Documentation,In Progress,Low
359,Deployment task to handle container and CI/CD.,2025-11-05,Lucas,18,Deployment,In Progress,Medium
360,Deployment task to handle deploy and container.,2025-10-31,Ava,15,Deployment,In Progress,Medium
361,Testing task to handle validation and QA.,2025-10-29,Ava,13,Testing,In Progress,Medium
362,Deployment task to handle server and production.,2025-11-01,Lucas,13,Deployment,In Progress,Medium
363,Deployment task to handle CI/CD and server.,2025-10-25,Mia,22,Deployment,In Progress,Medium
364,Development task to handle module and function.,2025-10-20,Emma,36,Development,Pending,High
365,Documentation task to handle guide and notes.,2025-12-13,Lucas,5,Documentation,Completed,Low
366,Development task to handle API and backend.,2025-10-21,Sophia,32,Development,In Progress,High
367,Deployment task to handle CI/CD and environment.,2025-10-27,Sophia,13,Deployment,In Progress,Medium
368,Documentation task to handle docs and reference.,2025-11-20,Liam,9,Documentation,In Progress,Low
369,Documentation task to handle instructions and notes.,2025-11-26,Noah,9,Documentation,In Progress,Low
370,Design task to handle layout and UI.,2025-10-30,Emma,15,Design,In Progress,Medium
371,Testing task to handle cases and QA.,2025-11-08,Mia,22,Testing,In Progress,Medium
372,Documentation task to handle docs and summary.,2025-12-08,Mia,5,Documentation,Completed,Low
373,Development task to handle function and module.,2025-11-09,Olivia,14,Development,In Progress,Medium
374,Development task to handle database and function.,2025-10-18,Mia,34,Development,Pending,High
375,Documentation task to handle notes and docs.,2025-11-24,Liam,5,Documentation,In Progress,Low
376,Development task to handle function and database.,2025-11-14,Liam,14,Development,In Progress,Medium
377,Testing task to handle bug and validation.,2025-11-03,Olivia,14,Testing,In Progress,Medium
378,Deployment task to handle CI/CD and cloud.,2025-11-08,Sophia,23,Deployment,In Progress,Medium
379,Deployment task to handle CI/CD and cloud.,2025-11-28,Olivia,9,Deployment,In Progress,Low
380,Development task to handle API and backend.,2025-10-20,Lucas,26,Development,Pending,High
381,Testing task to handle test and error.,2025-10-29,Liam,12,Testing,In Progress,Medium
382,Deployment task to handle server and production.,2025-10-31,Sophia,21,Deployment,In Progress,Medium
383,Design task to handle mockup and layout.,2025-11-13,Isabella,11,Design,In Progress,Medium
384,Testing task to handle test and performance.,2025-11-02,James,13,Testing,In Progress,Medium
385,Design task to handle color and mockup.,2025-11-02,Sophia,14,Design,In Progress,Medium
386,Design task to handle UX and color.,2025-11-09,Sophia,16,Design,In Progress,Medium
387,Deployment task to handle container and environment.,2025-10-26,Olivia,24,Deployment,In Progress,Medium
388,Development task to handle API and database.,2025-10-20,Emma,36,Development,Pending,High
389,Documentation task to handle summary and reference.,2025-12-07,James,2,Documentation,In Progress,Low
390,Development task to handle backend and module.,2025-10-25,Olivia,18,Development,In Progress,Medium
391,Deployment task to handle server and deploy.,2025-12-06,Isabella,10,Deployment,In Progress,Low
392,Documentation task to handle reference and docs.,2025-11-19,James,4,Documentation,In Progress,Low
393,Deployment task to handle environment and cloud.,2025-11-02,Olivia,15,Deployment,In Progress,Medium
394,Design task to handle mockup and banner.,2025-11-03,Ava,18,Design,In Progress,Medium
395,Development task to handle database and function.,2025-10-25,Sophia,33,Development,Pending,High
396,Deployment task to handle environment and production.,2025-10-23,Ava,28,Deployment,In Progress,High
397,Deployment task to handle container and environment.,2025-11-29,Ava,10,Deployment,In Progress,Low
398,Testing task to handle cases and test.,2025-10-26,Liam,19,Testing,In Progress,Medium
399,Documentation task to handle instructions and manual.,2025-11-19,Noah,10,Documentation,In Progress,Low
400,Testing task to handle validation and error.,2025-12-10,James,9,Testing,In Progress,Low
401,Design task to handle UI and banner.,2025-10-25,Noah,20,Design,In Progress,Medium
402,Testing task to handle test and error.,2025-11-08,Mia,16,Testing,In Progress,Medium
403,Deployment task to handle CI/CD and environment.,2025-10-31,Mia,16,Deployment,In Progress,Medium
404,Design task to handle design and layout.,2025-11-26,James,6,Design,Completed,Low
405,Deployment task to handle deploy and cloud.,2025-11-14,Mia,19,Deployment,In Progress,Medium
406,Design task to handle UI and banner.,2025-11-08,Isabella,19,Design,In Progress,Medium
407,Design task to handle banner and UI.,2025-10-30,Mia,15,Design,In Progress,Medium
408,Development task to handle database and API.,2025-11-06,Ava,14,Development,In Progress,Medium
409,Testing task to handle test and error.,2025-11-08,Isabella,21,Testing,In Progress,Medium
410,Development task to handle module and backend.,2025-10-22,Isabella,27,Development,In Progress,High
411,Documentation task to handle summary and guide.,2025-11-18,James,7,Documentation,Completed,Low
412,Design task to handle mockup and color.,2025-11-17,Lucas,6,Design,Completed,Low
413,Design task to handle UX and design.,2025-12-11,Liam,5,Design,In Progress,Low
414,Design task to handle color and banner.,2025-12-07,Isabella,6,Design,Completed,Low
415,Deployment task to handle CI/CD and container.,2025-12-03,Noah,10,Deployment,In Progress,Low
416,Deployment task to handle production and environment.,2025-11-07,Sophia,23,Deployment,In Progress,Medium
417,Development task to handle feature and logic.,2025-11-08,Mia,13,Development,In Progress,Medium
418,Testing task to handle QA and bug.,2025-11-04,Ava,22,Testing,In Progress,Medium
419,Development task to handle module and logic.,2025-10-27,Ava,14,Development,In Progress,Medium
420,Design task to handle UI and mockup.,2025-12-01,Sophia,10,Design,In Progress,Low
421,Design task to handle design and UX.,2025-10-27,James,13,Design,In Progress,Medium
422,Development task to handle database and API.,2025-10-23,Noah,34,Development,In Progress,High
423,Development task to handle function and feature.,2025-11-08,Olivia,17,Development,In Progress,Medium
424,Documentation task to handle notes and manual.,2025-11-23,Mia,10,Documentation,In Progress,Low
425,Testing task to handle error and performance.,2025-11-11,Emma,14,Testing,In Progress,Medium
426,Testing task to handle error and test.,2025-11-06,Mia,12,Testing,In Progress,Medium
427,Deployment task to handle server and cloud.,2025-11-07,Sophia,18,Deployment,In Progress,Medium
428,Development task to handle backend and module.,2025-11-10,Mia,17,Development,In Progress,Medium
429,Documentation task to handle manual and reference.,2025-11-23,Mia,6,Documentation,In Progress,Low
430,Documentation task to handle manual and guide.,2025-12-06,Olivia,4,Documentation,Completed,Low
431,Design task to handle UX and mockup.,2025-11-06,Olivia,17,Design,In Progress,Medium
432,Deployment task to handle production and CI/CD.,2025-11-29,Emma,8,Deployment,In Progress,Low
433,Development task to handle backend and database.,2025-11-19,Noah,10,Development,In Progress,Low
434,Development task to handle API and logic.,2025-10-24,Ava,32,Development,Pending,High
435,Deployment task to handle server and deploy.,2025-11-12,Ava,18,Deployment,In Progress,Medium
436,Testing task to handle performance and error.,2025-11-11,Emma,16,Testing,In Progress,Medium
437,Deployment task to handle CI/CD and server.,2025-11-14,Ava,12,Deployment,In Progress,Medium
438,Development task to handle API and logic.,2025-10-29,Isabella,16,Development,In Progress,Medium
439,Deployment task to handle cloud and environment.,2025-11-02,Noah,21,Deployment,In Progress,Medium
440,Deployment task to handle deploy and server.,2025-11-26,Isabella,9,Deployment,In Progress,Low
441,Testing task to handle performance and error.,2025-11-03,James,24,Testing,In Progress,Medium
442,Documentation task to handle notes and guide.,2025-11-18,Lucas,2,Documentation,Completed,Low
443,Documentation task to handle notes and summary.,2025-11-21,Mia,3,Documentation,In Progress,Low
444,Testing task to handle validation and bug.,2025-11-02,James,24,Testing,In Progress,Medium
445,Design task to handle UX and banner.,2025-12-10,Olivia,7,Design,In Progress,Low
446,Deployment task to handle environment and cloud.,2025-10-18,Emma,27,Deployment,Pending,High
447,Documentation task to handle guide and reference.,2025-12-10,Emma,6,Documentation,In Progress,Low
448,Deployment task to handle cloud and CI/CD.,2025-11-14,Olivia,19,Deployment,In Progress,Medium
449,Testing task to handle test and performance.,2025-10-27,Olivia,11,Testing,In Progress,Medium
450,Deployment task to handle deploy and container.,2025-11-23,Mia,10,Deployment,In Progress,Low
451,Design task to handle design and layout.,2025-11-04,Ava,18,Design,In Progress,Medium
452,Development task to handle logic and feature.,2025-10-21,Ava,37,Development,Pending,High
453,Deployment task to handle cloud and container.,2025-10-25,Emma,30,Deployment,In Progress,High
454,Testing task to handle error and bug.,2025-10-30,Mia,20,Testing,In Progress,Medium
455,Testing task to handle QA and error.,2025-12-13,Mia,10,Testing,In Progress,Low
456,Documentation task to handle reference and manual.,2025-12-10,Lucas,2,Documentation,Completed,Low
457,Development task to handle API and logic.,2025-11-13,Lucas,22,Development,In Progress,Medium
458,Design task to handle UX and UI.,2025-11-10,Olivia,18,Design,In Progress,Medium
459,Deployment task to handle cloud and server.,2025-10-24,Liam,28,Deployment,In Progress,High
460,Testing task to handle error and cases.,2025-11-14,Liam,20,Testing,In Progress,Medium
461,Deployment task to handle container and CI/CD.,2025-10-27,Noah,24,Deployment,In Progress,Medium
462,Development task to handle API and feature.,2025-11-12,James,16,Development,In Progress,Medium
463,Testing task to handle test and QA.,2025-10-30,Mia,20,Testing,In Progress,Medium
464,Documentation task to handle instructions and notes.,2025-12-01,Ava,7,Documentation,In Progress,Low
465,Deployment task to handle environment and container.,2025-12-07,Liam,9,Deployment,In Progress,Low
466,Deployment task to handle production and environment.,2025-11-05,Olivia,25,Deployment,In Progress,Medium
467,Design task to handle design and layout.,2025-11-03,Olivia,17,Design,In Progress,Medium
468,Design task to handle UX and mockup.,2025-12-03,Ava,6,Design,Completed,Low
469,Deployment task to handle environment and production.,2025-11-09,Sophia,15,Deployment,In Progress,Medium
470,Deployment task to handle CI/CD and server.,2025-10-21,Mia,30,Deployment,In Progress,High
471,Design task to handle UX and layout.,2025-11-08,Lucas,18,Design,In Progress,Medium
472,Testing task to handle QA and test.,2025-11-15,Olivia,8,Testing,In Progress,Low
473,Deployment task to handle container and CI/CD.,2025-10-26,Noah,22,Deployment,In Progress,Medium
474,Development task to handle API and backend.,2025-11-07,James,20,Development,In Progress,Medium
475,Design task to handle color and UI.,2025-11-05,Lucas,17,Design,In Progress,Medium
476,Design task to handle color and design.,2025-11-11,Isabella,20,Design,In Progress,Medium
477,Documentation task to handle instructions and summary.,2025-12-07,Noah,9,Documentation,In Progress,Low
478,Design task to handle banner and UX.,2025-12-09,Isabella,8,Design,In Progress,Low
479,Testing task to handle cases and performance.,2025-10-31,Lucas,23,Testing,In Progress,Medium
480,Deployment task to handle CI/CD and environment.,2025-12-09,Sophia,10,Deployment,In Progress,Low
481,Testing task to handle test and bug.,2025-11-03,Sophia,11,Testing,In Progress,Medium
482,Testing task to handle performance and bug.,2025-10-31,Liam,11,Testing,In Progress,Medium
483,Development task to handle database and function.,2025-10-23,Emma,36,Development,Pending,High
484,Testing task to handle cases and performance.,2025-10-25,Sophia,15,Testing,In Progress,Medium
485,Design task to handle banner and UI.,2025-11-21,Isabella,9,Design,In Progress,Low
486,Development task to handle logic and API.,2025-10-29,Isabella,20,Development,In Progress,Medium
487,Deployment task to handle environment and cloud.,2025-11-08,Liam,14,Deployment,In Progress,Medium
488,Deployment task to handle CI/CD and deploy.,2025-12-14,Mia,10,Deployment,In Progress,Low
489,Documentation task to handle summary and notes.,2025-11-25,Lucas,8,Documentation,In Progress,Low
490,Documentation task to handle guide and reference.,2025-12-09,Noah,3,Documentation,In Progress,Low
491,Testing task to handle test and bug.,2025-11-04,Emma,11,Testing,In Progress,Medium
492,Documentation task to handle instructions and summary.,2025-11-19,Mia,10,Documentation,In Progress,Low
493,Testing task to handle test and performance.,2025-11-02,Mia,11,Testing,In Progress,Medium
494,Development task to handle API and function.,2025-10-20,James,31,Development,Pending,High
495,Design task to handle layout and UX.,2025-11-14,Lucas,15,Design,In Progress,Medium
496,Development task to handle logic and feature.,2025-10-21,Emma,28,Development,In Progress,High
497,Testing task to handle cases and validation.,2025-11-03,Noah,11,Testing,In Progress,Medium
498,Design task to handle mockup and color.,2025-11-08,Noah,18,Design,In Progress,Medium
499,Documentation task to handle docs and guide.,2025-12-14,Isabella,2,Documentation,Completed,Low
500,Development task to handle logic and API.,2025-10-24,Isabella,37,Development,Pending,High
501,Deployment task to handle environment and container.,2025-12-05,Isabella,10,Deployment,In Progress,Low
502,Deployment task to handle cloud and production.,2025-12-01,Lucas,9,Deployment,In Progress,Low
503,Development task to handle API and function.,2025-11-28,Sophia,10,Development,In Progress,Low
504,Testing task to handle cases and validation.,2025-11-05,Sophia,17,Testing,In Progress,Medium
505,Development task to handle function and module.,2025-10-21,Noah,39,Development,Pending,High
506,Development task to handle database and module.,2025-10-25,Olivia,29,Development,Pending,High
507,Development task to handle function and logic.,2025-10-19,Ava,35,Development,Pending,High
508,Deployment task to handle container and production.,2025-11-04,James,17,Deployment,In Progress,Medium
509,Testing task to handle cases and error.,2025-11-14,Olivia,22,Testing,In Progress,Medium
510,Deployment task to handle cloud and production.,2025-10-30,Sophia,13,Deployment,In Progress,Medium
511,Deployment task to handle container and production.,2025-10-19,Noah,29,Deployment,In Progress,High
512,Design task to handle banner and mockup.,2025-11-15,Liam,6,Design,In Progress,Low
513,Design task to handle mockup and layout.,2025-11-12,James,11,Design,In Progress,Medium
514,Development task to handle API and logic.,2025-11-04,James,23,Development,In Progress,Medium
515,Deployment task to handle environment and server.,2025-10-26,Liam,22,Deployment,In Progress,Medium
516,Documentation task to handle summary and instructions.,2025-12-12,Sophia,2,Documentation,In Progress,Low
517,Testing task to handle performance and test.,2025-11-09,Emma,11,Testing,In Progress,Medium
518,Documentation task to handle instructions and summary.,2025-11-20,James,4,Documentation,Completed,Low
519,Design task to handle color and mockup.,2025-11-09,Lucas,18,Design,In Progress,Medium
520,Testing task to handle bug and cases.,2025-11-03,Olivia,13,Testing,In Progress,Medium
521,Testing task to handle bug and test.,2025-11-10,Olivia,15,Testing,In Progress,Medium
522,Documentation task to handle notes and docs.,2025-11-15,Isabella,5,Documentation,In Progress,Low
523,Testing task to handle performance and error.,2025-10-28,Liam,13,Testing,In Progress,Medium
524,Design task to handle mockup and layout.,2025-12-05,Lucas,9,Design,In Progress,Low
525,Documentation task to handle instructions and notes.,2025-11-26,Olivia,3,Documentation,In Progress,Low
526,Design task to handle mockup and layout.,2025-10-27,Sophia,18,Design,In Progress,Medium
527,Development task to handle database and API.,2025-10-22,Lucas,36,Development,Pending,High
528,Documentation task to handle docs and notes.,2025-11-25,Isabella,7,Documentation,In Progress,Low
529,Design task to handle layout and design.,2025-11-13,Emma,15,Design,In Progress,Medium
530,Design task to handle layout and design.,2025-11-12,James,12,Design,In Progress,Medium
531,Documentation task to handle reference and manual.,2025-11-20,Mia,6,Documentation,Completed,Low
532,Testing task to handle QA and test.,2025-11-09,James,16,Testing,In Progress,Medium
533,Documentation task to handle manual and instructions.,2025-12-07,Isabella,10,Documentation,In Progress,Low
534,Development task to handle API and backend.,2025-11-09,Olivia,17,Development,In Progress,Medium
535,Deployment task to handle deploy and production.,2025-11-23,Sophia,9,Deployment,In Progress,Low
536,Development task to handle function and backend.,2025-10-25,Isabella,38,Development,Pending,High
537,Documentation task to handle notes and manual.,2025-11-17,Mia,6,Documentation,In Progress,Low
538,Development task to handle backend and logic.,2025-10-19,James,29,Development,In Progress,High
539,Deployment task to handle production and cloud.,2025-11-03,Mia,19,Deployment,In Progress,Medium
540,Development task to handle logic and database.,2025-11-02,Sophia,21,Development,In Progress,Medium
541,Development task to handle database and API.,2025-10-29,Emma,13,Development,In Progress,Medium
542,Design task to handle color and mockup.,2025-11-07,Isabella,11,Design,In Progress,Medium
543,Testing task to handle test and validation.,2025-12-14,Sophia,8,Testing,In Progress,Low
544,Development task to handle backend and module.,2025-11-02,Noah,16,Development,In Progress,Medium
545,Testing task to handle QA and test.,2025-11-12,Lucas,14,Testing,In Progress,Medium
546,Documentation task to handle manual and notes.,2025-11-17,Isabella,3,Documentation,In Progress,Low
547,Deployment task to handle deploy and cloud.,2025-10-20,Lucas,27,Deployment,Pending,High
548,Testing task to handle bug and test.,2025-10-30,Sophia,17,Testing,In Progress,Medium
549,Documentation task to handle notes and manual.,2025-12-13,Emma,6,Documentation,In Progress,Low
550,Deployment task to handle server and container.,2025-10-23,James,27,Deployment,In Progress,High
551,Documentation task to handle instructions and summary.,2025-12-06,Emma,5,Documentation,Completed,Low
552,Development task to handle feature and module.,2025-10-29,Isabella,18,Development,In Progress,Medium
553,Deployment task to handle environment and container.,2025-11-17,Isabella,9,Deployment,In Progress,Low
554,Testing task to handle validation and performance.,2025-11-25,Emma,8,Testing,In Progress,Low
555,Deployment task to handle environment and container.,2025-10-31,Mia,13,Deployment,In Progress,Medium
556,Documentation task to handle notes and instructions.,2025-11-27,Emma,9,Documentation,In Progress,Low
557,Testing task to handle bug and error.,2025-11-11,Emma,13,Testing,In Progress,Medium
558,Design task to handle design and mockup.,2025-10-25,Ava,11,Design,In Progress,Medium
559,Testing task to handle QA and performance.,2025-10-26,Emma,21,Testing,In Progress,Medium
560,Design task to handle layout and UI.,2025-11-23,Noah,8,Design,In Progress,Low
561,Design task to handle banner and layout.,2025-11-03,James,12,Design,In Progress,Medium
562,Deployment task to handle production and deploy.,2025-11-02,Olivia,14,Deployment,In Progress,Medium
563,Testing task to handle bug and QA.,2025-11-10,Lucas,17,Testing,In Progress,Medium
564,Testing task to handle error and performance.,2025-12-11,Sophia,10,Testing,In Progress,Low
565,Documentation task to handle notes and manual.,2025-12-05,Ava,10,Documentation,In Progress,Low
566,Documentation task to handle instructions and summary.,2025-12-04,Mia,6,Documentation,Completed,Low
567,Documentation task to handle manual and notes.,2025-12-05,Liam,5,Documentation,Completed,Low
568,Deployment task to handle cloud and production.,2025-11-07,Liam,11,Deployment,In Progress,Medium
569,Design task to handle design and UX.,2025-10-30,Mia,13,Design,In Progress,Medium
570,Documentation task to handle docs and reference.,2025-11-19,Liam,6,Documentation,Completed,Low
571,Documentation task to handle summary and manual.,2025-11-20,Emma,5,Documentation,Completed,Low
572,Design task to handle mockup and UI.,2025-11-29,Liam,6,Design,In Progress,Low
573,Deployment task to handle server and CI/CD.,2025-10-20,Mia,28,Deployment,In Progress,High
574,Documentation task to handle reference and guide.,2025-12-12,Emma,9,Documentation,In Progress,Low
575,Testing task to handle test and error.,2025-11-04,Isabella,25,Testing,In Progress,Medium
576,Deployment task to handle production and environment.,2025-11-20,Lucas,9,Deployment,In Progress,Low
577,Development task to handle feature and database.,2025-11-03,Lucas,20,Development,In Progress,Medium
578,Design task to handle layout and mockup.,2025-12-01,Olivia,5,Design,In Progress,Low
579,Deployment task to handle deploy and CI/CD.,2025-11-29,Liam,10,Deployment,In Progress,Low
580,Design task to handle color and banner.,2025-10-31,Liam,13,Design,In Progress,Medium
581,Deployment task to handle container and production.,2025-11-12,Olivia,11,Deployment,In Progress,Medium
582,Testing task to handle validation and cases.,2025-10-29,Isabella,17,Testing,In Progress,Medium
583,Development task to handle database and module.,2025-10-24,Noah,38,Development,Pending,High
584,Deployment task to handle container and production.,2025-11-16,Olivia,8,Deployment,In Progress,Low
585,Development task to handle feature and backend.,2025-10-22,Emma,34,Development,Pending,High
586,Design task to handle color and banner.,2025-12-03,Sophia,6,Design,Completed,Low
587,Deployment task to handle container and CI/CD.,2025-11-20,Mia,8,Deployment,In Progress,Low
588,Development task to handle database and backend.,2025-10-25,Lucas,27,Development,Pending,High
589,Design task to handle UI and layout.,2025-10-29,Olivia,18,Design,In Progress,Medium
590,Deployment task to handle container and deploy.,2025-11-01,Olivia,25,Deployment,In Progress,Medium
591,Development task to handle function and database.,2025-11-01,Mia,18,Development,In Progress,Medium
592,Testing task to handle QA and performance.,2025-10-25,Olivia,12,Testing,In Progress,Medium
593,Testing task to handle bug and cases.,2025-11-02,James,21,Testing,In Progress,Medium
594,Development task to handle function and logic.,2025-10-22,Olivia,37,Development,Pending,High
595,Design task to handle mockup and UX.,2025-11-22,Isabella,6,Design,Completed,Low
596,Documentation task to handle instructions and summary.,2025-12-06,Isabella,8,Documentation,In Progress,Low
597,Design task to handle UX and banner.,2025-12-14,Sophia,10,Design,In Progress,Low
598,Testing task to handle QA and performance.,2025-10-25,James,22,Testing,In Progress,Medium
599,Testing task to handle test and performance.,2025-11-05,Emma,14,Testing,In Progress,Medium
600,Deployment task to handle production and server.,2025-11-10,Ava,25,Deployment,In Progress,Medium
601,Testing task to handle performance and QA.,2025-11-09,Emma,14,Testing,In Progress,Medium
602,Testing task to handle bug and test.,2025-11-12,Emma,17,Testing,In Progress,Medium
603,Documentation task to handle instructions and docs.,2025-12-05,Liam,6,Documentation,In Progress,Low
604,Development task to handle module and backend.,2025-10-30,Noah,12,Development,In Progress,Medium
605,Testing task to handle validation and error.,2025-11-03,James,18,Testing,In Progress,Medium
606,Documentation task to handle docs and reference.,2025-12-04,Mia,9,Documentation,In Progress,Low
607,Development task to handle API and function.,2025-10-25,Mia,27,Development,In Progress,High
608,Documentation task to handle manual and reference.,2025-12-13,Noah,4,Documentation,Completed,Low
609,Deployment task to handle container and cloud.,2025-10-31,Mia,17,Deployment,In Progress,Medium
610,Development task to handle function and feature.,2025-10-24,Lucas,35,Development,Pending,High
611,Documentation task to handle notes and manual.,2025-11-14,Mia,6,Documentation,In Progress,Low
612,Development task to handle feature and function.,2025-10-25,Isabella,35,Development,Pending,High
613,Development task to handle module and database.,2025-11-06,Mia,20,Development,In Progress,Medium
614,Documentation task to handle docs and notes.,2025-11-14,Ava,6,Documentation,Completed,Low
615,Design task to handle color and design.,2025-11-08,Sophia,13,Design,In Progress,Medium
616,Deployment task to handle production and environment.,2025-10-25,Olivia,14,Deployment,In Progress,Medium
617,Deployment task to handle deploy and environment.,2025-11-03,Isabella,20,Deployment,In Progress,Medium
618,Design task to handle UI and design.,2025-10-29,Sophia,13,Design,In Progress,Medium
619,Documentation task to handle manual and guide.,2025-12-12,Lucas,10,Documentation,In Progress,Low
620,Design task to handle layout and design.,2025-11-11,Emma,16,Design,In Progress,Medium
621,Development task to handle API and logic.,2025-10-23,Olivia,31,Development,In Progress,High
622,Design task to handle layout and mockup.,2025-12-14,Liam,8,Design,In Progress,Low
623,Deployment task to handle production and container.,2025-11-21,Ava,8,Deployment,In Progress,Low
624,Testing task to handle bug and QA.,2025-11-13,Emma,17,Testing,In Progress,Medium
625,Development task to handle function and logic.,2025-10-24,Mia,34,Development,In Progress,High
626,Design task to handle banner and layout.,2025-11-05,James,18,Design,In Progress,Medium
627,Deployment task to handle cloud and CI/CD.,2025-10-29,Lucas,12,Deployment,In Progress,Medium
628,Development task to handle module and backend.,2025-10-26,James,20,Development,In Progress,Medium
629,Development task to handle logic and backend.,2025-10-29,James,14,Development,In Progress,Medium
630,Development task to handle database and function.,2025-10-22,Mia,30,Development,In Progress,High
631,Design task to handle UI and UX.,2025-11-12,Emma,19,Design,In Progress,Medium
632,Deployment task to handle environment and deploy.,2025-10-21,Isabella,28,Deployment,In Progress,High
633,Documentation task to handle manual and reference.,2025-11-16,Emma,8,Documentation,In Progress,Low
634,Documentation task to handle summary and manual.,2025-11-23,James,8,Documentation,In Progress,Low
635,Documentation task to handle instructions and notes.,2025-12-12,Olivia,4,Documentation,In Progress,Low
636,Design task to handle design and UX.,2025-11-07,Isabella,12,Design,In Progress,Medium
637,Testing task to handle cases and validation.,2025-12-08,Olivia,9,Testing,In Progress,Low
638,Design task to handle color and design.,2025-10-27,James,14,Design,In Progress,Medium
639,Development task to handle backend and logic.,2025-10-23,Sophia,31,Development,In Progress,High
640,Deployment task to handle deploy and environment.,2025-11-06,Noah,16,Deployment,In Progress,Medium
641,Development task to handle API and logic.,2025-11-05,Isabella,16,Development,In Progress,Medium
642,Deployment task to handle environment and CI/CD.,2025-11-05,Olivia,20,Deployment,In Progress,Medium
643,Development task to handle function and feature.,2025-11-13,Mia,15,Development,In Progress,Medium
644,Testing task to handle validation and error.,2025-11-08,Lucas,23,Testing,In Progress,Medium
645,Development task to handle feature and API.,2025-10-18,Olivia,32,Development,Pending,High
646,Design task to handle UI and UX.,2025-11-16,Liam,7,Design,Completed,Low
647,Development task to handle backend and function.,2025-10-22,James,29,Development,In Progress,High
648,Development task to handle database and API.,2025-10-18,Emma,29,Development,Pending,High
649,Design task to handle layout and UX.,2025-12-02,Lucas,7,Design,Completed,Low
650,Design task to handle UI and color.,2025-10-29,Liam,19,Design,In Progress,Medium
651,Development task to handle backend and API.,2025-11-11,Liam,21,Development,In Progress,Medium
652,Testing task to handle bug and test.,2025-12-01,James,9,Testing,In Progress,Low
653,Testing task to handle bug and error.,2025-11-07,James,18,Testing,In Progress,Medium
654,Deployment task to handle deploy and server.,2025-11-02,Emma,17,Deployment,In Progress,Medium
655,Testing task to handle QA and validation.,2025-11-07,Mia,19,Testing,In Progress,Medium
656,Development task to handle logic and backend.,2025-10-31,Noah,22,Development,In Progress,Medium
657,Testing task to handle error and validation.,2025-11-11,Isabella,18,Testing,In Progress,Medium
658,Testing task to handle validation and performance.,2025-11-12,Liam,18,Testing,In Progress,Medium
659,Design task to handle design and banner.,2025-11-30,Isabella,9,Design,In Progress,Low
660,Documentation task to handle summary and instructions.,2025-11-30,James,5,Documentation,Completed,Low
661,Documentation task to handle reference and docs.,2025-11-24,Lucas,8,Documentation,In Progress,Low
662,Development task to handle feature and API.,2025-10-25,Olivia,37,Development,Pending,High
663,Design task to handle color and UX.,2025-11-13,Isabella,12,Design,In Progress,Medium
664,Design task to handle banner and UX.,2025-11-08,James,14,Design,In Progress,Medium
665,Development task to handle database and function.,2025-10-26,Emma,25,Development,In Progress,Medium
666,Testing task to handle QA and error.,2025-12-08,Emma,10,Testing,In Progress,Low
667,Documentation task to handle reference and summary.,2025-11-30,Ava,2,Documentation,In Progress,Low
668,Design task to handle UI and banner.,2025-10-31,Liam,11,Design,In Progress,Medium
669,Documentation task to handle guide and instructions.,2025-12-14,Emma,3,Documentation,Completed,Low
670,Design task to handle banner and UX.,2025-10-27,Mia,17,Design,In Progress,Medium
671,Documentation task to handle summary and instructions.,2025-11-20,Noah,10,Documentation,In Progress,Low
672,Design task to handle design and UI.,2025-11-04,Emma,18,Design,In Progress,Medium
673,Development task to handle backend and feature.,2025-10-20,Liam,29,Development,In Progress,High
674,Documentation task to handle reference and manual.,2025-11-25,Sophia,3,Documentation,Completed,Low
675,Deployment task to handle container and deploy.,2025-10-24,Liam,28,Deployment,In Progress,High
676,Testing task to handle bug and test.,2025-10-25,Emma,11,Testing,In Progress,Medium
677,Documentation task to handle docs and guide.,2025-11-24,Isabella,2,Documentation,Completed,Low
678,Testing task to handle bug and cases.,2025-11-10,James,19,Testing,In Progress,Medium
